SALE_CD,REAL_POWER,EQUIP_ID,MOLD_POS,IN_RADIUS,OUT_RADIUS,MFG_DT,CP,AX,MOLD_IN_TOP,MOLD_IN_BOT,MOLD_OUT_TOP,MOLD_OUT_BOT,variable,y
SALES 84,-5.25,EQUIP28,4,-7.3542,7.5853,8/23/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0700,CORE2 C 04. A-07,POWER1,-5.25
SALES 84,-5.5,EQUIP28,5,-7.3408,8.3259,8/23/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0750,CORE2 C 04. C-07,POWER1,-5.5
SALES 84,-6,EQUIP28,8,-6.4557,6.5363,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0800,CORE2 C 04. A-08,POWER1,-6
SALES 16,-5,EQUIP3,6,-6.3712,7.2567,10/17/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+3,CORE1 B 02. M0875,CORE1 B 02. D-08,POWER1,-5
SALES 16,-5.25,EQUIP3,6,-6.3714,7.2542,10/17/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+3,CORE1 B 02. M0875,CORE1 B 02. D-08,POWER1,-5.12
SALES 16,-5.5,EQUIP3,1,-6.3507,7.3257,10/20/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.5
SALES 16,-5.75,EQUIP3,4,-6.3713,7.3435,10/17/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.62
SALES 16,-6,EQUIP3,4,-6.3682,7.3983,10/16/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6
SALES 14,-5.75,EQUIP3,4,-6.3715,7.3354,10/12/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.75
SALES 85,-1,EQUIP29,7,-6.5329,6.7259,10/15/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+1,CORE5 E 02. M0150,CORE5 E 02. C-01,POWER1,-1
SALES 85,-7.5,EQUIP29,1,-6.3211,7.7239,10/17/2020,,,CORE5 F 01. 0570,CORE5 F 01. OK+1,CORE5 F 02. M1300,CORE5 F 02. A-13,POWER1,-7.62
SALES 85,-8.5,EQUIP29,8,-6.3407,7.856,10/17/2020,,,CORE5 F 01. 0570,CORE5 F 01. P1+1,CORE5 F 02. M1400,CORE5 F 02. A-14,POWER1,-8.37
SALES 114,0,EQUIP29,6,-6.5304,6.6042,10/7/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,-0.12
SALES 114,0,EQUIP29,4,-6.5371,6.5676,10/10/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0025,CORE5 E 02. B-00,POWER1,-0.12
SALES 114,0,EQUIP29,2,-6.5309,6.5844,10/10/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0025,CORE5 E 02. B-00,POWER1,0
SALES 114,0,EQUIP1,3,-6.5311,6.6162,10/13/2020,,,CORE5 E 01. 0590,CORE5 E 01. OK+2,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,0
SALES 114,-1,EQUIP1,1,-6.5225,6.6708,10/12/2020,,,CORE5 E 01. 0590,CORE5 E 01. M3+1,CORE5 E 02. M0125,CORE5 E 02. B-01,POWER1,-0.87
SALES 114,-1.25,EQUIP1,6,-6.3059,6.8346,10/10/2020,,,CORE5 E 01. 0590,CORE5 E 01. OK+0,CORE5 E 02. M0225,CORE5 E 02. B-02,POWER1,-1.25
SALES 114,-1.5,EQUIP1,6,-6.5402,6.7783,10/7/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0225,CORE5 E 02. B-02,POWER1,-1.5
SALES 21,-3.25,EQUIP32,7,-6.3705,6.9191,2/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+3,CORE1 B 02. M0575,CORE1 B 02. D-05,POWER1,-3.25
SALES 21,-9,EQUIP4,1,-6.3557,8.0432,2/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1500,CORE1 B 02. A-15,POWER1,-9
SALES 9,-3.25,EQUIP16,1,-6.5004,6.5655,2/11/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-3.25
SALES 9,-3.5,EQUIP16,8,-6.3715,8.1898,2/9/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3.5
SALES 24,0,EQUIP27,4,-7.323,7.4162,2/10/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 87,-6,EQUIP4,8,-6.3564,7.4079,2/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1025,CORE1 B 02. B-10,POWER1,-6
SALES 11,-3.25,EQUIP11,7,-7.3288,7.8938,2/7/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+1,CORE3 C 03. M0450,CORE3 C 03. C-04,POWER1,-3.25
SALES 19,-5.25,EQUIP13,8,-6.3408,6.2246,2/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0875,CORE1 B 02. D-08,POWER1,-5.25
SALES 54,0,EQUIP16,8,-6.5132,6.5274,2/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,-0.12
SALES 45,-3.25,EQUIP29,5,-6.5374,7.1232,2/7/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0500,CORE5 E 02. A-05,POWER1,-3.25
SALES 29,0,EQUIP18,7,-6.3656,8.1683,2/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 21,0,EQUIP29,8,-6.492,6.5833,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,0
SALES 21,-0.75,EQUIP20,4,-6.49,6.6822,1/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0150,CORE1 A 8A. C-01,POWER1,-0.75
SALES 21,-1,EQUIP12,7,-7.3381,8.2177,3/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0175,CORE1 A 8A. D-01,POWER1,-1
SALES 21,-1.25,EQUIP15,8,-6.5069,6.9531,1/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0225,CORE1 A 8A. B-02,POWER1,-1.25
SALES 21,-1.5,EQUIP20,8,-6.4845,6.8975,2/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0350,CORE1 A 08. C-03,POWER1,-1.62
SALES 21,-1.75,EQUIP29,4,-6.4938,6.8181,11/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1.75
SALES 21,-2,EQUIP15,7,-6.4833,6.982,2/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2
SALES 21,-2.5,EQUIP15,2,-6.4845,7.0135,1/29/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2.5
SALES 21,-2.5,EQUIP15,1,-6.4873,6.9656,3/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2.5
SALES 21,-2.5,EQUIP10,8,-6.476,7.0474,4/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-2.62
SALES 21,-2.5,EQUIP15,4,-6.483,7.0201,2/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0500,CORE1 A 08. A-05,POWER1,-2.62
SALES 21,-2.75,EQUIP15,5,-6.4644,7.0434,1/29/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-2.75
SALES 21,-2.75,EQUIP20,7,-6.488,7.1347,1/20/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-2.75
SALES 21,-3,EQUIP17,3,-6.484,7.2071,8/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0675,CORE1 A 08. D-06,POWER1,-3
SALES 21,-3.5,EQUIP20,4,-6.4782,7.2528,2/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0725,CORE1 A 08. B-07,POWER1,-3.62
SALES 21,-3.5,EQUIP17,8,-6.4864,7.2606,8/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0725,CORE1 A 08. B-07,POWER1,-3.5
SALES 21,-3.5,EQUIP29,7,-6.5043,7.1228,11/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.25
SALES 21,-3.75,EQUIP17,6,-6.4845,7.3127,8/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0775,CORE1 A 08. D-07,POWER1,-3.75
SALES 21,-4,EQUIP9,7,-6.476,7.3405,5/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0800,CORE1 A 08. A-08,POWER1,-4
SALES 21,-4,EQUIP10,2,-6.4701,7.2732,8/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-4
SALES 21,-4,EQUIP20,8,-6.4785,7.3809,1/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M0825,CORE1 A 05. B-08,POWER1,-4
SALES 21,-4.25,EQUIP10,5,-6.4656,7.308,8/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0800,CORE1 A 08. A-08,POWER1,-4.25
SALES 21,-4.5,EQUIP10,7,-6.4678,7.3943,8/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0875,CORE1 A 08. D-08,POWER1,-4.5
SALES 21,-4.75,EQUIP26,3,-6.3574,7.1131,11/13/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+0,CORE1 B 02. M0750,CORE1 B 02. C-07,POWER1,-4.75
SALES 21,-4.75,EQUIP10,2,-6.4706,7.4596,8/15/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0925,CORE1 A 08. B-09,POWER1,-4.75
SALES 21,-5,EQUIP29,3,-6.3437,7.1942,11/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+0,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-5
SALES 21,-5.25,EQUIP10,4,-6.4735,7.5473,8/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-5.25
SALES 21,-5.75,EQUIP29,4,-6.3473,7.3393,11/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.75
SALES 21,-6,EQUIP17,3,-6.4832,7.8165,8/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1200,CORE1 A 08. A-12,POWER1,-6
SALES 21,-6.5,EQUIP16,6,-6.3537,7.5157,2/27/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+2,CORE1 B 02. M1100,CORE1 B 02. A-11,POWER1,-6.5
SALES 21,-8,EQUIP10,6,-6.457,8.1925,8/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1500,CORE1 A 08. A-15,POWER1,-7.75
SALES 21,-9.5,EQUIP5,3,-6.4913,8.602,9/29/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1750,CORE1 A 08. C-17,POWER1,-9.5
SALES 22,0,EQUIP10,8,-6.4825,6.5938,8/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,0
SALES 22,-1.5,EQUIP10,4,-6.4879,6.9114,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1.5
SALES 22,-2.5,EQUIP19,8,-6.4948,6.9369,1/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2.5
SALES 22,-2.75,EQUIP19,1,-6.4966,6.9721,1/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0425,CORE1 A 08. B-04,POWER1,-2.75
SALES 22,-3.25,EQUIP8,2,-6.4744,7.281,9/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P5+2,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-3.25
SALES 22,-3.75,EQUIP28,7,-6.3687,7.0152,11/13/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M0650,CORE1 B 02. C-06,POWER1,-3.87
SALES 22,-4,EQUIP8,3,-6.4797,7.4505,9/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0900,CORE1 A 08. A-09,POWER1,-4.12
SALES 22,-4,EQUIP10,3,-6.4676,7.3106,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0800,CORE1 A 08. A-08,POWER1,-4
SALES 22,-4,EQUIP10,6,-6.454,7.3151,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0800,CORE1 A 08. A-08,POWER1,-4
SALES 22,-4.5,EQUIP6,3,-6.4664,7.4735,10/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0925,CORE1 A 08. B-09,POWER1,-4.5
SALES 22,-4.75,EQUIP28,2,-6.3736,7.1917,11/13/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-4.75
SALES 22,-4.75,EQUIP28,2,-6.3677,7.1816,11/13/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-4.75
SALES 22,-5.25,EQUIP28,2,-6.3651,7.2421,11/12/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M0875,CORE1 B 02. D-08,POWER1,-5.25
SALES 22,-5.5,EQUIP28,5,-6.3761,7.3339,11/12/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0950,CORE1 B 02. C-09,POWER1,-5.62
SALES 22,-7.5,EQUIP32,3,-6.356,7.7088,12/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M1250,CORE1 B 02. C-12,POWER1,-7.5
SALES 22,-8,EQUIP32,6,-6.3782,7.9059,12/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M1400,CORE1 B 02. A-14,POWER1,-8.12
SALES 22,-10,EQUIP8,6,-6.4723,8.7545,10/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1850,CORE1 A 08. C-18,POWER1,-10
SALES 9,0,EQUIP15,6,-6.4807,6.5634,6/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
SALES 9,0,EQUIP36,6,-6.4847,6.9227,3/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0
SALES 9,-0.5,EQUIP15,7,-6.4865,6.7469,10/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0250,CORE1 A 8A. C-02,POWER1,-0.37
SALES 9,-0.75,EQUIP9,3,-6.4712,7.2567,8/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0275,CORE1 A 8A. D-02,POWER1,-0.75
SALES 9,-1.5,EQUIP7,4,-6.507,6.7794,1/9/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0250,CORE1 A 8A. C-02,POWER1,-1.5
SALES 9,-1.5,EQUIP6,1,-6.4743,6.9016,9/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0375,CORE1 A 08. D-03,POWER1,-1.5
SALES 9,-1.5,EQUIP9,6,-6.4822,6.6451,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-1.5
SALES 9,-2,EQUIP6,5,-6.4782,7.0003,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2
SALES 9,-2.25,EQUIP6,2,-6.4842,7.0703,9/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-2.25
SALES 9,-2.5,EQUIP9,7,-6.4984,7.1542,8/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-2.5
SALES 9,-2.5,EQUIP9,8,-6.4959,7.1705,8/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0625,CORE1 A 08. B-06,POWER1,-2.37
SALES 9,-2.5,EQUIP9,5,-6.4918,7.1452,8/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-2.5
SALES 9,-2.5,EQUIP6,6,-6.4755,7.106,9/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-2.5
SALES 9,-3,EQUIP15,8,-6.4717,7.2179,9/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0700,CORE1 A 08. A-07,POWER1,-3
SALES 9,-3,EQUIP9,2,-6.4866,7.2167,8/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0700,CORE1 A 08. A-07,POWER1,-3
SALES 9,-3.75,EQUIP17,5,-6.4689,7.4044,9/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0875,CORE1 A 08. D-08,POWER1,-3.75
SALES 9,-4,EQUIP20,3,-6.4691,7.9342,8/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M0825,CORE1 A 08. B-08,POWER1,-4
SALES 9,-4.25,EQUIP17,8,-7.3456,7.4233,9/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M0850,CORE1 A 08. C-08,POWER1,-4.25
SALES 9,-4.5,EQUIP20,8,0,7.4191,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0875,CORE1 A 08. D-08,POWER1,-4.5
SALES 9,-4.5,EQUIP37,6,-6.3522,7.0479,4/9/2021,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M0775,CORE1 B 02. D-07,POWER1,-4.5
SALES 9,-4.5,EQUIP10,2,-6.4708,7.0582,2/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0900,CORE1 A 08. A-09,POWER1,-4.5
SALES 9,-4.5,EQUIP10,2,-6.4708,7.0582,2/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0900,CORE1 A 08. A-09,POWER1,-4.5
SALES 9,-4.5,EQUIP10,5,-6.4652,7.0691,2/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M0900,CORE1 A 08. A-09,POWER1,-4.5
SALES 9,-4.75,EQUIP6,3,-6.374,6.9535,1/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0975,CORE1 A 05. D-09,POWER1,-4.75
SALES 9,-5,EQUIP6,5,-6.4975,7.0137,1/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0975,CORE1 A 05. D-09,POWER1,-5
SALES 9,-5.25,EQUIP17,1,-6.4969,7.6684,9/8/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE1 A 05. M1075,CORE1 A 08. D-10,POWER1,-5.37
SALES 9,-6.5,EQUIP26,2,-6.3373,7.3714,11/8/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+0,CORE1 B 02. M0975,CORE1 B 02. D-09,POWER1,-6.25
SALES 9,-6.5,EQUIP5,8,-6.4871,7.9387,9/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1300,CORE1 A 08. A-13,POWER1,-6.5
SALES 9,-7,EQUIP19,4,-6.3588,7.6315,2/22/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1150,CORE1 B 02. C-11,POWER1,-6.75
SALES 9,-7,EQUIP9,7,-6.1895,7.8907,8/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1400,CORE1 A 08. A-14,POWER1,-7.12
SALES 9,-7,EQUIP9,7,-6.492,8.0857,8/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1400,CORE1 A 08. A-14,POWER1,-7
SALES 9,-7,EQUIP9,8,-6.4963,8.091,8/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1400,CORE1 A 08. A-14,POWER1,-7
SALES 9,-7,EQUIP20,2,-6.4753,7.9724,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1300,CORE1 A 08. A-13,POWER1,-7.25
SALES 9,-7,EQUIP20,5,-6.4861,7.9456,8/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M1300,CORE1 A 08. A-13,POWER1,-7
SALES 9,-7.5,EQUIP26,2,-6.3558,7.6423,11/10/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+0,CORE1 B 02. M1200,CORE1 B 02. A-12,POWER1,-7.62
SALES 9,-9.5,EQUIP9,8,-6.4958,8.8346,8/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M1900,CORE1 A 08. A-19,POWER1,-9.5
SALES 9,-10,EQUIP9,7,-6.4446,8.7479,8/25/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+1,CORE1 A 05. M1850,CORE1 A 08. C-18,POWER1,-9.75
SALES 10,0,EQUIP10,6,-6.4709,6.5699,8/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0.12
SALES 10,-2.25,EQUIP6,7,-6.4798,7.079,9/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-2.25
SALES 10,-3.25,EQUIP7,1,-6.4906,7.0753,2/24/2021,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0550,CORE1 A 08. C-05,POWER1,-3.25
SALES 10,-3.75,EQUIP7,8,-6.4845,7.1264,1/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.75
SALES 10,-3.75,EQUIP7,8,-6.4845,7.1264,1/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.75
SALES 10,-3.75,EQUIP7,8,-6.4845,7.1264,1/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.75
SALES 10,-3.75,EQUIP7,8,-6.4845,7.1264,1/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.75
SALES 10,-3.75,EQUIP17,7,-6.486,7.3677,8/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0825,CORE1 A 08. B-08,POWER1,-3.75
SALES 10,-4.5,EQUIP17,1,-6.4961,7.5287,8/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1000,CORE1 A 08. A-10,POWER1,-4.5
SALES 10,-4.75,EQUIP5,2,-6.3441,7.1403,9/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0975,CORE1 A 08. D-09,POWER1,-4.75
SALES 10,-5,EQUIP17,3,-6.4832,7.6109,8/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1050,CORE1 A 08. C-10,POWER1,-5
SALES 10,-5,EQUIP20,7,-6.4959,7.6412,2/12/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M1050,CORE1 A 08. C-10,POWER1,-5
SALES 10,-5.75,EQUIP5,7,-6.4842,7.8093,9/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M1200,CORE1 A 08. A-12,POWER1,-5.75
SALES 10,-6.5,EQUIP10,2,-6.4866,7.8708,2/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1250,CORE1 A 08. C-12,POWER1,-6.25
SALES 10,-7.5,EQUIP7,6,-6.3533,7.6316,2/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1200,CORE1 B 02. A-12,POWER1,-7.25
SALES 10,-7.5,EQUIP17,8,-6.5028,8.2824,8/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1550,CORE1 A 08. C-15,POWER1,-7.62
SALES 10,-9.5,EQUIP10,2,-6.4676,8.6788,2/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1800,CORE1 A 08. A-18,POWER1,-9.5
SALES 23,0,EQUIP12,3,-6.475,6.5773,2/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0
SALES 23,0,EQUIP18,1,-6.4782,6.5723,2/8/2021,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,-0.12
SALES 23,-1.5,EQUIP19,2,-6.4947,6.7828,2/12/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0250,CORE1 A 8A. C-02,POWER1,-1.5
